case,age_group,goal,method,valid,safe,score_before,score_after,norm_l1,norm_l2,n_changed,n_unavailable,n_hard_violations,evaluations,runtime_s,note
101,adult,glycemic_control,greedy,0,1,0.2882,0.6075,0.7788,0.3849,6,2,0,922,0.189,
102,adult,balanced_nutrition,foodsense_de,0,1,0.3123,0.6267,0.6623,0.4561,3,0,0,3601,0.971,plateaued_without_validity
102,adult,balanced_nutrition,wachter,0,1,0.3123,0.677,0.6981,0.2933,7,2,0,1241,0.379,plateaued_without_validity
102,adult,balanced_nutrition,dice_random,0,1,0.3123,0.3123,0.0,0.0,0,0,0,6001,1.649,evaluation_budget_exhausted
102,adult,balanced_nutrition,dice_genetic,0,1,0.3123,0.3123,0.0,0.0,0,0,0,6001,12.38,evaluation_budget_exhausted
102,adult,balanced_nutrition,greedy,1,1,0.3123,0.7183,0.8679,0.5181,4,1,0,661,0.088,
103,adult,weight_management,foodsense_de,0,1,0.4449,0.4782,0.258,0.1272,4,0,0,641,0.154,plateaued_without_validity
103,adult,weight_management,wachter,0,1,0.4449,0.4782,0.258,0.1272,4,0,0,641,0.178,plateaued_without_validity
103,adult,weight_management,dice_random,0,1,0.4449,0.4449,0.0,0.0,0,0,0,6001,1.445,evaluation_budget_exhausted
103,adult,weight_management,dice_genetic,0,1,0.4449,0.4449,0.0,0.0,0,0,0,6001,13.256,evaluation_budget_exhausted
103,adult,weight_management,greedy,1,1,0.4449,0.7095,1.5203,0.6609,8,1,0,1020,0.158,
104,adult,weight_management,foodsense_de,0,1,0.408,0.4119,0.0273,0.01,0,0,0,641,0.161,plateaued_without_validity
104,adult,weight_management,wachter,1,1,0.408,0.7074,0.7478,0.4238,5,1,0,1161,0.339,valid_and_plateaued
104,adult,weight_management,dice_random,1,1,0.408,0.8192,1.3081,0.8286,3,1,0,5013,1.596,
104,adult,weight_management,dice_genetic,0,1,0.408,0.408,0.0,0.0,0,0,0,6001,14.442,evaluation_budget_exhausted
104,adult,weight_management,greedy,1,1,0.408,0.7414,0.4012,0.2695,2,1,0,648,0.098,
105,adult,glycemic_control,foodsense_de,0,1,0.1905,0.5806,0.813,0.4853,4,0,0,1681,0.419,plateaued_without_validity
105,adult,glycemic_control,wachter,1,1,0.1905,0.7133,1.4195,0.7553,7,2,0,3001,0.952,valid_and_plateaued
105,adult,glycemic_control,dice_random,1,1,0.1905,0.7838,1.5203,0.9134,4,1,0,5013,1.431,
105,adult,glycemic_control,dice_genetic,0,1,0.1905,0.1905,0.0,0.0,0,0,0,6001,14.507,evaluation_budget_exhausted
105,adult,glycemic_control,greedy,0,1,0.1905,0.6979,1.3577,0.7585,4,1,0,493,0.069,
106,adult,weight_management,foodsense_de,0,1,0.6666,0.6881,0.0223,0.014,2,0,0,641,0.16,plateaued_without_validity
106,adult,weight_management,wachter,0,1,0.6666,0.6881,0.0223,0.014,2,0,0,641,0.195,plateaued_without_validity
106,adult,weight_management,dice_random,1,1,0.6666,0.8105,0.1799,0.1582,3,1,0,2013,0.867,
106,adult,weight_management,dice_genetic,0,1,0.6666,0.6666,0.0,0.0,0,0,0,6001,16.437,evaluation_budget_exhausted
106,adult,weight_management,greedy,1,1,0.6666,0.8657,0.0886,0.0686,3,0,0,282,0.051,
107,adult,balanced_nutrition,foodsense_de,0,1,0.5224,0.5297,0.0723,0.0405,1,0,0,641,0.196,plateaued_without_validity
107,adult,balanced_nutrition,wachter,1,1,0.5224,0.7756,0.6553,0.3815,4,0,0,2561,1.75,valid_and_plateaued
107,adult,balanced_nutrition,dice_random,1,1,0.5224,0.7716,1.3,1.0128,3,1,0,2013,1.105,
107,adult,balanced_nutrition,dice_genetic,0,1,0.5224,0.5224,0.0,0.0,0,0,0,6001,14.898,evaluation_budget_exhausted
107,adult,balanced_nutrition,greedy,1,1,0.5224,0.752,0.3745,0.3132,2,0,0,270,0.043,
108,adult,balanced_nutrition,foodsense_de,0,1,0.6824,0.6714,0.0291,0.0248,1,0,0,641,0.175,plateaued_without_validity
108,adult,balanced_nutrition,wachter,0,1,0.6824,0.6714,0.0291,0.0248,1,0,0,641,0.219,plateaued_without_validity
108,adult,balanced_nutrition,dice_random,0,1,0.6824,0.6982,0.0749,0.0652,2,0,0,3013,1.216,
108,adult,balanced_nutrition,dice_genetic,0,1,0.6824,0.6824,0.0,0.0,0,0,0,6001,13.251,evaluation_budget_exhausted
108,adult,balanced_nutrition,greedy,1,1,0.6824,0.7129,0.1501,0.1039,2,0,0,363,0.064,
109,adult,weight_management,foodsense_de,0,1,0.2592,0.2748,0.1009,0.0633,2,0,0,641,0.171,plateaued_without_validity
109,adult,weight_management,wachter,0,1,0.2592,0.6979,1.4017,0.595,9,1,0,4761,1.207,plateaued_without_validity
109,adult,weight_management,dice_random,0,1,0.2592,0.2592,0.0,0.0,0,0,0,6001,1.475,evaluation_budget_exhausted
109,adult,weight_management,dice_genetic,0,1,0.2592,0.2592,0.0,0.0,0,0,0,6001,12.17,evaluation_budget_exhausted
109,adult,weight_management,greedy,1,1,0.2592,0.7559,1.4174,0.7319,6,1,0,643,0.083,
110,adult,weight_management,foodsense_de,0,1,0.2629,0.6751,0.5001,0.3321,3,0,0,6001,1.344,evaluation_budget
110,adult,weight_management,wachter,0,1,0.2629,0.6663,0.5667,0.3092,8,1,0,2841,0.768,plateaued_without_validity
110,adult,weight_management,dice_random,0,1,0.2629,0.2629,0.0,0.0,0,0,0,6001,1.799,evaluation_budget_exhausted
110,adult,weight_management,dice_genetic,0,1,0.2629,0.2629,0.0,0.0,0,0,0,6001,14.313,evaluation_budget_exhausted
110,adult,weight_management,greedy,0,1,0.2629,0.694,0.5197,0.3053,5,0,0,662,0.097,
111,adult,weight_management,foodsense_de,0,1,0.1383,0.1387,0.0194,0.0087,0,0,0,641,0.162,plateaued_without_validity
